config,day,n_trades,pnl_total,ev_per_trade,n_sniper_submitted,n_sniper_triggered,n_sniper_cancelled,n_sniper_expired,n_soft_stops,n_inversions,n_signals_emitted,n_fills,error
SNIPER_TP15_BREADTH_OFF,2024-06-05,11,30.949000000000524,2.813545454545502,16,11,3,2,7,11,16,11,
SNIPER_TP15_BREADTH_OFF,2024-06-07,8,5.087000000005901,0.6358750000007376,42,8,16,17,6,8,42,8,
SNIPER_TP15_BREADTH_OFF,2024-06-12,4,7.869000000000597,1.9672500000001492,26,4,12,9,3,4,26,4,
SNIPER_TP15_BREADTH_OFF,2024-06-13,6,-2.244000000000142,-0.37400000000002365,18,6,8,3,5,6,18,6,
SNIPER_TP15_BREADTH_OFF,2024-06-14,2,6.886999999999716,3.443499999999858,25,2,12,11,1,2,25,2,
SNIPER_TP15_BREADTH_OFF,2024-06-19,0,0.0,0.0,5,0,3,2,0,0,5,0,
SNIPER_TP15_BREADTH_OFF,2024-07-04,2,5.419999999998254,2.709999999999127,11,2,5,3,1,2,11,2,
SNIPER_TP15_BREADTH_OFF,2024-07-08,4,8.114999999997508,2.028749999999377,30,4,12,13,3,4,30,4,
SNIPER_TP15_BREADTH_OFF,2024-07-12,9,17.84999999999809,1.9833333333331211,24,9,7,8,6,9,24,9,
SNIPER_TP15_BREADTH_OFF,2024-07-17,8,-1.0509999999994761,-0.13137499999993452,20,8,4,8,6,8,20,8,
SNIPER_TP15_BREADTH_OFF,2024-07-22,2,-0.819999999999709,-0.4099999999998545,20,2,9,8,2,2,20,2,
SNIPER_TP15_BREADTH_OFF,2024-07-30,2,-0.6700000000000728,-0.3350000000000364,19,2,8,9,2,2,19,2,
SNIPER_TP15_BREADTH_OFF,2024-08-01,4,-1.7630000000003747,-0.4407500000000937,17,4,6,7,3,4,17,4,
SNIPER_TP15_BREADTH_OFF,2024-08-05,14,7.682999999995445,0.5487857142853889,43,14,14,14,12,14,43,14,
SNIPER_TP15_BREADTH_OFF,2024-08-21,7,-3.443000000000211,-0.491857142857173,15,7,3,5,7,7,15,7,
SNIPER_TP15_BREADTH_OFF,2024-08-28,3,-1.0729999999998654,-0.3576666666666218,20,3,9,7,3,3,20,3,
SNIPER_TP15_BREADTH_OFF,2024-09-24,4,-2.4430000000006658,-0.6107500000001664,23,4,8,10,4,4,23,4,
SNIPER_TP15_BREADTH_OFF,2024-09-30,4,10.424000000001797,2.6060000000004493,34,4,14,16,2,4,34,4,
SNIPER_TP15_BREADTH_OFF,2024-10-01,5,15.580999999994674,3.1161999999989347,24,5,10,9,3,5,24,5,
SNIPER_TP15_BREADTH_OFF,2024-10-04,6,14.02100000000064,2.33683333333344,20,6,6,7,4,6,20,6,
SNIPER_TP15_BREADTH_OFF,2024-10-10,3,0.03999999999996362,0.013333333333321207,14,3,5,5,3,3,14,3,
SNIPER_TP15_BREADTH_OFF,2024-10-15,8,8.735000000009222,1.0918750000011528,22,8,6,7,5,8,22,8,
SNIPER_TP15_BREADTH_OFF,2024-10-18,9,-3.8400000000001455,-0.42666666666668285,25,9,11,5,9,9,25,9,
SNIPER_TP15_BREADTH_OFF,2024-10-22,4,7.1680000000028485,1.7920000000007121,22,4,13,4,3,4,22,4,
SNIPER_TP15_BREADTH_OFF,2024-11-13,6,-1.5569999999993342,-0.25949999999988904,18,6,4,7,6,6,18,6,
SNIPER_TP15_BREADTH_OFF,2024-11-28,7,13.029000000002725,1.8612857142861035,29,7,15,6,4,7,29,7,
SNIPER_TP15_BREADTH_OFF,2024-12-02,4,-1.5399999999999636,-0.3849999999999909,26,4,13,9,4,4,26,4,
SNIPER_TP15_BREADTH_OFF,2025-01-03,5,3.1700000000028012,0.6340000000005602,22,5,10,7,4,5,22,5,
SNIPER_TP15_BREADTH_OFF,2025-01-08,5,3.158000000001266,0.6316000000002532,12,5,3,4,4,5,12,5,
SNIPER_TP15_BREADTH_OFF,2025-01-15,10,22.085542166674713,2.2085542166674714,20,7,3,10,4,7,21,10,
SNIPER_TP15_BREADTH_OFF,2025-01-22,5,2.41399999999976,0.482799999999952,17,5,6,6,4,5,17,5,
SNIPER_TP15_BREADTH_OFF,2025-01-29,4,3.0200000000004366,0.7550000000001091,18,4,10,4,3,4,18,4,
SNIPER_TP15_BREADTH_OFF,2025-01-31,4,13.24299999999721,3.3107499999993024,20,4,11,4,2,4,20,4,
SNIPER_TP15_BREADTH_OFF,2025-02-21,2,-0.8700000000003456,-0.4350000000001728,15,2,6,6,2,2,15,2,
SNIPER_TP15_BREADTH_OFF,2025-03-11,5,4.277000000000498,0.8554000000000996,17,5,6,6,4,5,17,5,
SNIPER_TP15_BREADTH_OFF,2025-03-19,5,1.1330000000007203,0.22660000000014408,19,5,9,4,4,5,19,5,
SNIPER_TP15_BREADTH_OFF,2025-03-26,1,-0.18999999999959982,-0.18999999999959982,18,1,10,6,1,1,18,1,
SNIPER_TP15_BREADTH_OFF,2025-03-31,7,-3.604000000000269,-0.5148571428571813,23,7,10,5,6,7,23,7,
SNIPER_TP15_BREADTH_OFF,2025-04-10,14,31.032000000006523,2.2165714285718945,32,14,7,11,11,14,32,14,
SNIPER_TP15_BREADTH_OFF,2025-05-09,9,-4.759999999998854,-0.5288888888887615,28,9,7,12,9,9,28,9,
SNIPER_TP15_BREADTH_OFF,2025-05-13,13,25.29999999999518,1.9461538461534753,21,13,2,5,10,13,21,13,
SNIPER_TP15_BREADTH_OFF,2025-05-30,11,25.233000000004722,2.29390909090952,22,11,4,7,8,11,22,11,
SNIPER_TP15_BREADTH_OFF,2025-06-18,10,24.82200000000057,2.482200000000057,20,10,5,4,8,10,20,10,
SNIPER_TP15_BREADTH_OFF,2025-06-30,7,-5.083000000000084,-0.7261428571428691,29,7,8,14,7,7,29,7,
SNIPER_TP15_BREADTH_OFF,2025-07-08,11,19.421000000008007,1.7655454545461824,26,11,7,7,8,11,26,11,
SNIPER_TP15_BREADTH_OFF,2025-07-11,4,-1.6860000000001492,-0.4215000000000373,22,4,8,8,4,4,22,4,
SNIPER_TP15_BREADTH_OFF,2025-07-31,8,-3.87099999999964,-0.483874999999955,22,8,9,5,8,8,22,8,
SNIPER_TP15_BREADTH_OFF,2025-08-11,9,25.2949999999978,2.810555555555311,24,9,8,7,7,9,24,9,
SNIPER_TP15_BREADTH_OFF,2025-09-22,7,-3.2099999999995816,-0.4585714285713688,30,7,8,14,7,7,30,7,
SNIPER_TP15_BREADTH_OFF,2025-10-16,25,70.3149999999905,2.81259999999962,41,25,4,10,20,25,41,25,
SNIPER_TP15_BREADTH_OFF,2025-10-20,14,45.13299999999799,3.223785714285571,36,14,10,12,10,14,36,14,
SNIPER_TP15_BREADTH_OFF,2025-10-28,18,57.47999999999365,3.1933333333329808,35,18,10,6,15,18,35,18,
SNIPER_TP15_BREADTH_OFF,2025-11-06,9,12.912999999995463,1.4347777777772737,24,9,7,8,7,9,24,9,
SNIPER_TP15_BREADTH_OFF,2025-11-11,6,1.8299999999981083,0.3049999999996847,27,6,9,11,5,6,27,6,
SNIPER_TP15_BREADTH_OFF,2025-11-13,13,17.112999999994827,1.3163846153842174,26,13,7,5,11,13,26,13,
SNIPER_TP15_BREADTH_OFF,2025-12-26,12,-9.830000000004475,-0.8191666666670395,25,12,7,6,12,12,25,12,
SNIPER_TP15_BREADTH_OFF,2026-01-07,8,17.23699999999735,2.154624999999669,24,8,9,7,7,8,24,8,
SNIPER_TP15_BREADTH_OFF,2026-01-08,13,39.216999999986,3.0166923076912306,27,13,4,10,11,13,27,13,
SNIPER_TP15_BREADTH_OFF,2026-01-16,9,-7.4430000000047585,-0.8270000000005288,14,9,0,3,9,9,14,9,
SNIPER_TP15_BREADTH_OFF,2026-01-22,24,36.4559999999974,1.5189999999998918,47,24,6,16,20,24,47,24,
SNIPER_TP15_BREADTH_OFF,2026-01-26,10,11.964999999994689,1.1964999999994688,15,10,1,4,7,10,15,10,
SNIPER_TP15_BREADTH_OFF,2026-02-02,24,443.42099999998663,18.475874999999444,35,24,2,7,18,24,35,24,
SNIPER_TP15_BREADTH_OFF,2026-02-18,11,62.97699999998349,5.725181818180317,36,11,7,15,8,11,36,11,
SNIPER_TP15_BREADTH_OFF,2026-02-19,16,72.11800000001313,4.50737500000082,23,16,4,3,10,16,23,16,
SNIPER_TP15_BREADTH_OFF,2026-03-12,25,20.922999999983404,0.8369199999993362,41,25,4,12,22,25,41,25,
SNIPER_TP15_BREADTH_OFF,2026-03-17,8,6.935000000004038,0.8668750000005048,17,8,3,5,7,8,17,8,
SNIPER_TP15_BREADTH_OFF,2026-03-18,19,15.766999999999829,0.8298421052631489,42,19,9,12,16,19,42,19,
SNIPER_TP15_BREADTH_OFF,2026-03-30,20,41.18499999998403,2.0592499999992016,27,20,2,3,15,20,27,20,
SNIPER_TP15_BREADTH_OFF,2026-04-01,18,49.993999999985135,2.777444444443619,30,18,3,9,14,18,30,18,
SNIPER_TP15_BREADTH_OFF,2026-04-08,19,-18.188000000008287,-0.957263157895173,33,19,4,9,19,19,33,19,
SNIPER_TP15_BREADTH_OFF,2026-04-14,13,4.684000000001106,0.36030769230777737,31,13,5,11,12,13,31,13,
SNIPER_TP15_BREADTH_OFF,2026-04-29,12,23.76400000000649,1.9803333333338742,35,12,5,15,10,12,35,12,
SNIPER_TP15_BREADTH_OFF,2026-05-07,16,93.89700000000357,5.868562500000223,26,16,6,2,11,16,26,16,
SNIPER_TP15_BREADTH_OFF,2026-05-29,16,78.44700000001103,4.902937500000689,37,16,7,11,11,16,37,16,
SNIPER_TP15_BREADTH_OFF,2026-06-01,13,-2.8750000000009095,-0.22115384615391612,32,13,8,10,12,13,32,13,
SNIPER_TP15_BREADTH_OFF,2026-06-11,14,87.7560000000035,6.268285714285964,23,14,5,3,9,14,23,14,
SNIPER_TP15_BREADTH_OFF,2026-06-30,11,-6.372999999999138,-0.579363636363558,27,11,6,9,11,11,27,11,
SNIPER_TP15_BREADTH_OFF,2026-07-02,6,-5.9099999999998545,-0.9849999999999758,27,6,11,7,6,6,27,6,
SNIPER_TP15_BREADTH_OFF,2026-07-03,6,7.489999999995234,1.248333333332539,23,6,7,8,5,6,23,6,
SNIPER_TP15_BREADTH_OFF,2026-07-06,5,3.719999999992069,0.7439999999984138,24,5,13,6,4,5,24,5,
SNIPER_TP15_BREADTH_OFF,2026-07-13,21,47.2099999999914,2.248095238094829,34,21,4,8,17,21,34,21,
SNIPER_TP30_BREADTH_OFF,2024-01-02,2,1.2500000000004547,0.6250000000002274,11,2,4,5,1,2,11,2,
SNIPER_TP30_BREADTH_OFF,2024-01-22,0,0.0,0.0,14,0,10,4,0,0,14,0,
SNIPER_TP30_BREADTH_OFF,2024-01-23,0,0.0,0.0,8,0,3,5,0,0,8,0,
SNIPER_TP30_BREADTH_OFF,2024-01-24,2,-0.6070000000001983,-0.30350000000009913,17,2,9,6,2,2,17,2,
SNIPER_TP30_BREADTH_OFF,2024-02-05,1,6.180000000000064,6.180000000000064,24,1,12,11,0,1,24,1,
SNIPER_TP30_BREADTH_OFF,2024-02-06,5,3.3199999999999363,0.6639999999999873,10,5,4,1,4,5,10,5,
SNIPER_TP30_BREADTH_OFF,2024-02-14,3,-0.459999999999809,-0.15333333333326968,11,3,4,4,3,3,11,3,
SNIPER_TP30_BREADTH_OFF,2024-02-20,2,-0.6769999999999072,-0.3384999999999536,13,2,8,3,2,2,13,2,
SNIPER_TP30_BREADTH_OFF,2024-03-05,5,7.166000000000622,1.4332000000001244,18,5,4,9,4,5,18,5,
SNIPER_TP30_BREADTH_OFF,2024-03-08,4,-2.2100000000000364,-0.5525000000000091,23,4,11,7,4,4,23,4,
SNIPER_TP30_BREADTH_OFF,2024-04-04,3,7.880000000000109,2.626666666666703,11,3,1,7,1,3,11,3,
SNIPER_TP30_BREADTH_OFF,2024-04-26,4,-2.0299999999997453,-0.5074999999999363,19,4,9,6,4,4,19,4,
SNIPER_TP30_BREADTH_OFF,2024-04-29,6,13.25700000000461,2.209500000000768,18,6,6,6,4,6,18,6,
SNIPER_TP30_BREADTH_OFF,2024-05-02,6,2.593000000000302,0.432166666666717,29,6,11,12,4,6,29,6,
SNIPER_TP30_BREADTH_OFF,2024-05-06,5,-2.687000000000353,-0.5374000000000706,21,5,6,10,5,5,21,5,
SNIPER_TP30_BREADTH_OFF,2024-05-09,3,9.965999999997166,3.3219999999990555,31,3,18,10,2,3,31,3,
SNIPER_TP30_BREADTH_OFF,2024-05-15,6,4.84900000000016,0.8081666666666933,16,6,4,6,5,6,16,6,
SNIPER_TP30_BREADTH_OFF,2024-05-22,5,35.44999999998754,7.089999999997508,27,5,12,9,3,5,27,5,
SNIPER_TP30_BREADTH_OFF,2024-05-31,10,31.14700000000903,3.114700000000903,21,10,4,7,7,10,21,10,
SNIPER_TP30_BREADTH_OFF,2024-06-05,11,43.36600000000408,3.942363636364007,16,11,3,2,7,11,16,11,
SNIPER_TP30_BREADTH_OFF,2024-06-07,8,13.487000000011903,1.685875000001488,42,8,16,17,6,8,42,8,
SNIPER_TP30_BREADTH_OFF,2024-06-12,4,16.91400000000158,4.228500000000395,26,4,12,9,3,4,26,4,
SNIPER_TP30_BREADTH_OFF,2024-06-13,6,-2.244000000000142,-0.37400000000002365,18,6,8,3,5,6,18,6,
SNIPER_TP30_BREADTH_OFF,2024-06-14,2,14.386999999999716,7.193499999999858,25,2,12,11,1,2,25,2,
SNIPER_TP30_BREADTH_OFF,2024-06-19,0,0.0,0.0,5,0,3,2,0,0,5,0,
SNIPER_TP30_BREADTH_OFF,2024-07-04,2,-0.8499999999994543,-0.42499999999972715,11,2,5,3,2,2,11,2,
SNIPER_TP30_BREADTH_OFF,2024-07-08,4,17.009999999995216,4.252499999998804,30,4,12,13,3,4,30,4,
SNIPER_TP30_BREADTH_OFF,2024-07-12,9,3.6539999999999964,0.4059999999999996,24,9,7,8,6,9,24,9,
SNIPER_TP30_BREADTH_OFF,2024-07-17,8,-1.0509999999994761,-0.13137499999993452,20,8,4,8,6,8,20,8,
SNIPER_TP30_BREADTH_OFF,2024-07-22,2,-0.819999999999709,-0.4099999999998545,20,2,9,8,2,2,20,2,
SNIPER_TP30_BREADTH_OFF,2024-07-30,2,-0.6700000000000728,-0.3350000000000364,19,2,8,9,2,2,19,2,
SNIPER_TP30_BREADTH_OFF,2024-08-01,4,-1.7630000000003747,-0.4407500000000937,17,4,6,7,3,4,17,4,
SNIPER_TP30_BREADTH_OFF,2024-08-05,14,17.43299999998999,1.2452142857135706,43,14,14,14,12,14,43,14,
SNIPER_TP30_BREADTH_OFF,2024-08-21,7,-3.443000000000211,-0.491857142857173,15,7,3,5,7,7,15,7,
SNIPER_TP30_BREADTH_OFF,2024-08-28,3,-1.0729999999998654,-0.3576666666666218,20,3,9,7,3,3,20,3,
SNIPER_TP30_BREADTH_OFF,2024-09-24,4,-2.4430000000006658,-0.6107500000001664,23,4,8,10,4,4,23,4,
SNIPER_TP30_BREADTH_OFF,2024-09-30,4,1.383999999999105,0.34599999999977626,34,4,14,16,3,4,34,4,
SNIPER_TP30_BREADTH_OFF,2024-10-01,5,32.53099999998949,6.506199999997898,24,5,10,9,3,5,24,5,
SNIPER_TP30_BREADTH_OFF,2024-10-04,6,12.901000000003478,2.1501666666672463,20,6,6,7,5,6,20,6,
SNIPER_TP30_BREADTH_OFF,2024-10-10,3,0.03999999999996362,0.013333333333321207,14,3,5,5,3,3,14,3,
SNIPER_TP30_BREADTH_OFF,2024-10-15,8,6.780000000007931,0.8475000000009913,22,8,6,7,6,8,22,8,
SNIPER_TP30_BREADTH_OFF,2024-10-18,9,-3.8400000000001455,-0.42666666666668285,25,9,11,5,9,9,25,9,
SNIPER_TP30_BREADTH_OFF,2024-10-22,4,12.175999999999023,3.043999999999756,22,4,13,4,3,4,22,4,
SNIPER_TP30_BREADTH_OFF,2024-11-13,6,-1.5569999999993342,-0.25949999999988904,18,6,4,7,6,6,18,6,
SNIPER_TP30_BREADTH_OFF,2024-11-28,7,24.229000000008,3.461285714286857,29,7,15,6,4,7,29,7,
SNIPER_TP30_BREADTH_OFF,2024-12-02,4,-1.5399999999999636,-0.3849999999999909,26,4,13,9,4,4,26,4,
SNIPER_TP30_BREADTH_OFF,2025-01-03,5,7.970000000005257,1.5940000000010515,22,5,10,7,4,5,22,5,
SNIPER_TP30_BREADTH_OFF,2025-01-08,5,8.453000000002248,1.6906000000004497,12,5,3,4,4,5,12,5,
SNIPER_TP30_BREADTH_OFF,2025-01-15,10,47.43554216668235,4.743554216668235,20,7,3,10,4,7,21,10,
SNIPER_TP30_BREADTH_OFF,2025-01-22,5,2.41399999999976,0.482799999999952,17,5,6,6,4,5,17,5,
SNIPER_TP30_BREADTH_OFF,2025-01-29,4,3.0200000000004366,0.7550000000001091,18,4,10,4,3,4,18,4,
SNIPER_TP30_BREADTH_OFF,2025-01-31,4,11.813000000001468,2.953250000000367,20,4,11,4,3,4,20,4,
SNIPER_TP30_BREADTH_OFF,2025-02-21,2,-0.8700000000003456,-0.4350000000001728,15,2,6,6,2,2,15,2,
SNIPER_TP30_BREADTH_OFF,2025-03-11,5,11.177000000001044,2.235400000000209,17,5,6,6,4,5,17,5,
SNIPER_TP30_BREADTH_OFF,2025-03-19,5,1.1330000000007203,0.22660000000014408,19,5,9,4,4,5,19,5,
SNIPER_TP30_BREADTH_OFF,2025-03-26,1,-0.18999999999959982,-0.18999999999959982,18,1,10,6,1,1,18,1,
SNIPER_TP30_BREADTH_OFF,2025-03-31,7,-3.604000000000269,-0.5148571428571813,23,7,10,5,6,7,23,7,
SNIPER_TP30_BREADTH_OFF,2025-04-10,14,65.3820000000128,4.670142857143771,32,14,7,11,11,14,32,14,
SNIPER_TP30_BREADTH_OFF,2025-05-09,9,-4.759999999998854,-0.5288888888887615,28,9,7,12,9,9,28,9,
SNIPER_TP30_BREADTH_OFF,2025-05-13,13,27.86999999999898,2.1438461538460754,21,13,2,5,10,13,21,13,
SNIPER_TP30_BREADTH_OFF,2025-05-30,11,50.733000000008815,4.612090909091711,22,11,4,7,8,11,22,11,
SNIPER_TP30_BREADTH_OFF,2025-06-18,10,30.527000000002772,3.0527000000002773,20,10,5,4,8,10,20,10,
SNIPER_TP30_BREADTH_OFF,2025-06-30,7,-5.083000000000084,-0.7261428571428691,29,7,8,14,7,7,29,7,
SNIPER_TP30_BREADTH_OFF,2025-07-08,11,7.436000000003332,0.6760000000003029,26,11,7,7,9,11,26,11,
SNIPER_TP30_BREADTH_OFF,2025-07-11,4,-1.6860000000001492,-0.4215000000000373,22,4,8,8,4,4,22,4,
SNIPER_TP30_BREADTH_OFF,2025-07-31,8,-3.87099999999964,-0.483874999999955,22,8,9,5,8,8,22,8,
SNIPER_TP30_BREADTH_OFF,2025-08-11,9,23.7470000000003,2.638555555555589,24,9,8,7,7,9,24,9,
SNIPER_TP30_BREADTH_OFF,2025-09-22,7,-3.2099999999995816,-0.4585714285713688,30,7,8,14,7,7,30,7,
SNIPER_TP30_BREADTH_OFF,2025-10-16,25,154.1649999999927,6.166599999999708,41,25,4,10,20,25,41,25,
SNIPER_TP30_BREADTH_OFF,2025-10-20,14,81.14300000000185,5.795928571428703,36,14,10,12,10,14,36,14,
SNIPER_TP30_BREADTH_OFF,2025-10-28,18,55.719999999999345,3.095555555555519,35,18,10,6,15,18,35,18,
SNIPER_TP30_BREADTH_OFF,2025-11-06,9,15.200000000000728,1.6888888888889697,24,9,7,8,7,9,24,9,
SNIPER_TP30_BREADTH_OFF,2025-11-11,6,1.8299999999981083,0.3049999999996847,27,6,9,11,5,6,27,6,
SNIPER_TP30_BREADTH_OFF,2025-11-13,13,36.66299999997409,2.8202307692287762,26,13,7,5,11,13,26,13,
SNIPER_TP30_BREADTH_OFF,2025-12-26,12,-9.830000000004475,-0.8191666666670395,25,12,7,6,12,12,25,12,
SNIPER_TP30_BREADTH_OFF,2026-01-07,8,38.53699999999844,4.817124999999805,24,8,9,7,7,8,24,8,
SNIPER_TP30_BREADTH_OFF,2026-01-08,13,56.826999999981126,4.371307692306241,27,13,4,10,11,13,27,13,
SNIPER_TP30_BREADTH_OFF,2026-01-16,9,-7.4430000000047585,-0.8270000000005288,14,9,0,3,9,9,14,9,
SNIPER_TP30_BREADTH_OFF,2026-01-22,24,75.24600000001192,3.1352500000004966,47,24,6,16,21,24,47,24,
SNIPER_TP30_BREADTH_OFF,2026-01-26,10,24.53000000001157,2.4530000000011567,15,10,1,4,7,10,15,10,
SNIPER_TP30_BREADTH_OFF,2026-02-02,24,582.6910000000107,24.278791666667114,35,24,2,7,19,24,35,24,
SNIPER_TP30_BREADTH_OFF,2026-02-18,11,127.92699999996876,11.629727272724432,36,11,7,15,8,11,36,11,
SNIPER_TP30_BREADTH_OFF,2026-02-19,16,31.74299999999676,1.9839374999997974,23,16,4,3,12,16,23,16,
SNIPER_TP30_BREADTH_OFF,2026-03-12,25,39.97299999997631,1.5989199999990524,41,25,4,12,22,25,41,25,
SNIPER_TP30_BREADTH_OFF,2026-03-17,8,16.28000000001157,2.035000000001446,17,8,3,5,7,8,17,8,
SNIPER_TP30_BREADTH_OFF,2026-03-18,19,44.117000000004744,2.321947368421302,42,19,9,12,16,19,42,19,
SNIPER_TP30_BREADTH_OFF,2026-03-30,20,35.60999999998239,1.7804999999991196,27,20,2,3,16,20,27,20,
SNIPER_TP30_BREADTH_OFF,2026-04-01,18,58.57699999997931,3.254277777776628,30,18,3,9,14,18,30,18,
SNIPER_TP30_BREADTH_OFF,2026-04-08,19,-18.188000000008287,-0.957263157895173,33,19,4,9,19,19,33,19,
SNIPER_TP30_BREADTH_OFF,2026-04-14,13,16.234000000007654,1.2487692307698195,31,13,5,11,12,13,31,13,
SNIPER_TP30_BREADTH_OFF,2026-04-29,12,54.21400000001631,4.517833333334693,35,12,5,15,10,12,35,12,
SNIPER_TP30_BREADTH_OFF,2026-05-07,16,129.3170000000082,8.082312500000512,26,16,6,2,11,16,26,16,
SNIPER_TP30_BREADTH_OFF,2026-05-29,16,129.8909999999969,8.118187499999806,37,16,7,11,11,16,37,16,
SNIPER_TP30_BREADTH_OFF,2026-06-01,13,2.180000000005748,0.16769230769274984,32,13,8,10,12,13,32,13,
SNIPER_TP30_BREADTH_OFF,2026-06-11,14,182.30100000000857,13.021500000000612,23,14,5,3,9,14,23,14,
SNIPER_TP30_BREADTH_OFF,2026-06-30,11,-6.372999999999138,-0.579363636363558,27,11,6,9,11,11,27,11,
SNIPER_TP30_BREADTH_OFF,2026-07-02,6,-5.9099999999998545,-0.9849999999999758,27,6,11,7,6,6,27,6,
SNIPER_TP30_BREADTH_OFF,2026-07-03,6,17.38999999999305,2.8983333333321752,23,6,7,8,5,6,23,6,
SNIPER_TP30_BREADTH_OFF,2026-07-06,5,5.289999999997235,1.057999999999447,24,5,13,6,4,5,24,5,
SNIPER_TP30_BREADTH_OFF,2026-07-13,21,94.65999999999214,4.5076190476186735,34,21,4,8,18,21,34,21,
IMMEDIATE_BREADTH_OFF,2024-01-02,23,1.6952499999997601,0.07370652173912,0,0,0,0,9,9,11,23,
IMMEDIATE_BREADTH_OFF,2024-01-22,42,-0.8213095000000218,-0.019554988095238614,0,0,0,0,13,15,14,42,
IMMEDIATE_BREADTH_OFF,2024-01-23,16,4.051858083333097,0.25324113020831857,0,0,0,0,3,5,8,16,
IMMEDIATE_BREADTH_OFF,2024-01-24,44,0.7815617083340387,0.01776276609850088,0,0,0,0,18,18,17,44,
IMMEDIATE_BREADTH_OFF,2024-02-05,63,3.2937292083351317,0.052281416005319555,0,0,0,0,19,21,24,63,
IMMEDIATE_BREADTH_OFF,2024-02-06,28,-0.30906666666646737,-0.01103809523808812,0,0,0,0,12,15,10,28,
IMMEDIATE_BREADTH_OFF,2024-02-14,25,2.647628000000926,0.10590512000003705,0,0,0,0,9,12,11,25,
IMMEDIATE_BREADTH_OFF,2024-02-20,37,-0.381891666666661,-0.010321396396396244,0,0,0,0,18,18,13,37,
IMMEDIATE_BREADTH_OFF,2024-03-05,46,9.935406458334304,0.21598709692031096,0,0,0,0,12,12,18,46,
IMMEDIATE_BREADTH_OFF,2024-03-08,60,4.721149291667644,0.07868582152779408,0,0,0,0,25,27,23,60,
IMMEDIATE_BREADTH_OFF,2024-04-04,27,6.921291666667457,0.25634413580249843,0,0,0,0,3,3,11,27,
IMMEDIATE_BREADTH_OFF,2024-04-26,50,4.165974458332585,0.08331948916665169,0,0,0,0,17,18,19,50,
IMMEDIATE_BREADTH_OFF,2024-04-29,48,2.8086227500020873,0.05851297395837682,0,0,0,0,20,23,18,48,
IMMEDIATE_BREADTH_OFF,2024-05-02,77,7.492720874999578,0.09730806331168283,0,0,0,0,19,23,29,77,
IMMEDIATE_BREADTH_OFF,2024-05-06,57,8.650654375000311,0.15176586622807564,0,0,0,0,15,15,21,57,
IMMEDIATE_BREADTH_OFF,2024-05-09,81,13.445758083333356,0.16599701337448589,0,0,0,0,20,24,31,81,
IMMEDIATE_BREADTH_OFF,2024-05-15,39,6.355275499999153,0.16295578205126032,0,0,0,0,5,8,16,39,
IMMEDIATE_BREADTH_OFF,2024-05-22,76,0.6819817916660519,0.008973444627184893,0,0,0,0,20,21,27,76,
IMMEDIATE_BREADTH_OFF,2024-05-31,53,7.724394499999714,0.1457432924528248,0,0,0,0,10,12,21,53,
IMMEDIATE_BREADTH_OFF,2024-06-05,47,-1.4304935416660858,-0.03043603280140608,0,0,0,0,19,24,16,47,
IMMEDIATE_BREADTH_OFF,2024-06-07,104,34.60254691666721,0.33271679727564624,0,0,0,0,36,39,42,104,
IMMEDIATE_BREADTH_OFF,2024-06-12,68,13.038412666666774,0.19174136274509962,0,0,0,0,15,15,26,68,
IMMEDIATE_BREADTH_OFF,2024-06-13,49,-0.3040239166660588,-0.006204569727878751,0,0,0,0,15,17,18,49,
IMMEDIATE_BREADTH_OFF,2024-06-14,64,3.682955666667871,0.05754618229168548,0,0,0,0,21,21,25,64,
IMMEDIATE_BREADTH_OFF,2024-06-19,14,0.14536666666663223,0.010383333333330873,0,0,0,0,3,3,5,14,
IMMEDIATE_BREADTH_OFF,2024-07-04,30,-1.1354640416657276,-0.037848801388857586,0,0,0,0,13,15,11,30,
IMMEDIATE_BREADTH_OFF,2024-07-08,77,5.909126708331921,0.07674190530301196,0,0,0,0,23,27,30,77,
IMMEDIATE_BREADTH_OFF,2024-07-12,63,8.674769583335546,0.13769475529104042,0,0,0,0,18,18,24,63,
IMMEDIATE_BREADTH_OFF,2024-07-17,51,3.510317916667949,0.06882976307192057,0,0,0,0,24,25,20,51,
IMMEDIATE_BREADTH_OFF,2024-07-22,51,1.977369291668159,0.038771946895454094,0,0,0,0,14,15,20,51,
IMMEDIATE_BREADTH_OFF,2024-07-30,49,5.298485625001377,0.10813235969390565,0,0,0,0,9,12,19,49,
IMMEDIATE_BREADTH_OFF,2024-08-01,45,2.650957124998816,0.058910158333307025,0,0,0,0,17,21,17,45,
IMMEDIATE_BREADTH_OFF,2024-08-05,108,23.31155329166874,0.21584771566359945,0,0,0,0,32,36,43,108,
IMMEDIATE_BREADTH_OFF,2024-08-21,35,6.3617028750002955,0.18176293928572274,0,0,0,0,10,14,15,35,
IMMEDIATE_BREADTH_OFF,2024-08-28,51,4.1921433333360865,0.08219888888894288,0,0,0,0,21,21,20,51,
IMMEDIATE_BREADTH_OFF,2024-09-24,52,6.710824541666019,0.1290543181089619,0,0,0,0,24,24,23,52,
IMMEDIATE_BREADTH_OFF,2024-09-30,88,4.528833750001468,0.051464019886380316,0,0,0,0,35,39,34,88,
IMMEDIATE_BREADTH_OFF,2024-10-01,59,5.630275125000632,0.09542839194916326,0,0,0,0,18,20,24,59,
IMMEDIATE_BREADTH_OFF,2024-10-04,52,-5.052320500001164,-0.097160009615407,0,0,0,0,9,9,20,52,
